org_name	ncbi_link	repr
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/755/GCA_000742755.1_ASM74275v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/615/GCA_000764615.1_ASM76461v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/375/GCA_000775375.1_ASM77537v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/395/GCA_000775395.1_ASM77539v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/955/GCA_000775955.1_ASM77595v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/945/GCA_000784945.1_ASM78494v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/985/GCA_000784985.1_ASM78498v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/005/GCA_000785005.1_ASM78500v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/395/GCA_000807395.3_ASM80739v3	False
Klebsiella pneumoniae HK787	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/205/GCA_000813205.1_ASM81320v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/305/GCA_000814305.1_ASM81430v1	False
Klebsiella pneumoniae subsp. pneumoniae 1158	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/805/GCA_000814805.1_ASM81480v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/155/GCA_000968155.1_ASM96815v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/845/GCA_000981845.1_ASM98184v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/035/GCA_001022035.1_ASM102203v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/175/GCA_001022175.1_ASM102217v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/235/GCA_001022235.1_ASM102223v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/175/GCA_001307175.1_ASM130717v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/316/565/GCA_001316565.3_ASM131656v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/995/GCA_001455995.1_MS6671.v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/055/GCA_001456055.3_ASM145605v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/095/GCA_001456095.3_ASM145609v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/135/GCA_001456135.1_ASM145613v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/345/GCA_001482345.1_ASM148234v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/521/895/GCA_001521895.1_ASM152189v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/529/935/GCA_001529935.1_ASM152993v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/530/015/GCA_001530015.1_ASM153001v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/315/GCA_001548315.1_ASM154831v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/055/GCA_001611055.1_ASM161105v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/095/GCA_001611095.1_ASM161109v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/765/GCA_001644765.1_ASM164476v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/646/625/GCA_001646625.1_ASM164662v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/648/215/GCA_001648215.1_ASM164821v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/195/GCA_001663195.1_ASM166319v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/295/GCA_001663295.1_ASM166329v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/435/GCA_001663435.1_ASM166343v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/455/GCA_001663455.1_ASM166345v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/125/GCA_001675125.1_ASM167512v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/825/GCA_001676825.1_ASM167682v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/235/GCA_001704235.1_ASM170423v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/385/GCA_001705385.1_ASM170538v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/225/GCA_001708225.1_ASM170822v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/245/GCA_001708245.1_ASM170824v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/275/GCA_001709275.1_ASM170927v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/295/GCA_001709295.1_ASM170929v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/725/GCA_001721725.1_ASM172172v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/545/GCA_001741545.1_ASM174154v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/665/GCA_001741665.1_ASM174166v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/535/GCA_001746535.1_ASM174653v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/805/GCA_001750805.1_ASM175080v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/855/315/GCA_001855315.1_ASM185531v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/165/GCA_001870165.1_ASM187016v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/255/GCA_001885255.2_ASM188525v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/985/GCA_001887985.3_ASM188798v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/995/GCA_001887995.2_ASM188799v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/195/GCA_001902195.1_ASM190219v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/215/GCA_001902215.1_ASM190221v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/235/GCA_001902235.1_ASM190223v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/255/GCA_001902255.1_ASM190225v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/335/GCA_001902335.1_ASM190233v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/355/GCA_001902355.1_ASM190235v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/395/GCA_001902395.1_ASM190239v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/415/GCA_001902415.1_ASM190241v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/435/GCA_001902435.1_ASM190243v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/475/GCA_001902475.1_ASM190247v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/515/GCA_001902515.1_ASM190251v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/535/GCA_001902535.1_ASM190253v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/515/GCA_001908515.1_ASM190851v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/595/GCA_001908595.1_ASM190859v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/625/GCA_001908625.1_ASM190862v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/655/GCA_001908655.1_ASM190865v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/675/GCA_001908675.1_ASM190867v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/695/GCA_001908695.1_ASM190869v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/715/GCA_001908715.1_ASM190871v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/875/GCA_001908875.1_ASM190887v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/895/GCA_001908895.1_ASM190889v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/175/GCA_001913175.1_ASM191317v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/465/GCA_001922465.1_ASM192246v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/035/GCA_001936035.1_ASM193603v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/939/885/GCA_001939885.2_ASM193988v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/835/GCA_001952835.1_ASM195283v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/875/GCA_001952875.1_ASM195287v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/895/GCA_001952895.1_ASM195289v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/915/GCA_001952915.1_ASM195291v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/965/GCA_001956965.1_ASM195696v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/075/GCA_002009075.1_ASM200907v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/765/GCA_002055765.1_ASM205576v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/855/GCA_002055855.1_ASM205585v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/385/GCA_002056385.1_ASM205638v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/475/GCA_002056475.1_ASM205647v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/865/GCA_002113865.1_ASM211386v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/885/GCA_002116885.1_ASM211688v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/725/GCA_002156725.1_ASM215672v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/745/GCA_002156745.1_ASM215674v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/785/GCA_002156785.1_ASM215678v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/895/GCA_002163895.1_ASM216389v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/164/835/GCA_002164835.3_ASM216483v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/164/855/GCA_002164855.2_ASM216485v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/075/GCA_002180075.1_ASM218007v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/155/GCA_002180155.1_ASM218015v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/175/GCA_002180175.1_ASM218017v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/255/GCA_002180255.1_ASM218025v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/295/GCA_002180295.1_ASM218029v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/315/GCA_002180315.1_ASM218031v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/315/GCA_002192315.1_ASM219231v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/335/GCA_002192335.1_ASM219233v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/375/GCA_002192375.1_ASM219237v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/225/GCA_002197225.1_ASM219722v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/505/GCA_002197505.1_ASM219750v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/195/GCA_002202195.1_ASM220219v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/215/GCA_002202215.1_ASM220221v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/235/GCA_002202235.1_ASM220223v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/255/GCA_002202255.1_ASM220225v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/275/GCA_002202275.1_ASM220227v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/405/GCA_002209405.1_ASM220940v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/905/GCA_002211905.1_ASM221190v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/445/GCA_002243445.1_ASM224344v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/975/GCA_002249975.1_ASM224997v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/257/935/GCA_002257935.3_ASM225793v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/258/055/GCA_002258055.2_ASM225805v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/258/145/GCA_002258145.3_ASM225814v3	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/295/GCA_002269295.1_ASM226929v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/055/GCA_002278055.1_ASM227805v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/307/335/GCA_002307335.2_ASM230733v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/587/165/GCA_002587165.1_ASM258716v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/587/885/GCA_002587885.1_ASM258788v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/591/075/GCA_002591075.1_ASM259107v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/685/GCA_002741685.1_ASM274168v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/775/GCA_002752775.1_ASM275277v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/815/GCA_002752815.1_ASM275281v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/905/GCA_002752905.1_ASM275290v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/955/GCA_002752955.1_ASM275295v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/975/GCA_002752975.1_ASM275297v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/015/GCA_002753015.1_ASM275301v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/035/GCA_002753035.1_ASM275303v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/055/GCA_002753055.1_ASM275305v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/075/GCA_002753075.1_ASM275307v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/165/GCA_002753165.1_ASM275316v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/375/GCA_002753375.1_ASM275337v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/405/GCA_002753405.1_ASM275340v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/555/GCA_002753555.1_ASM275355v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/605/GCA_002753605.1_ASM275360v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/835/GCA_002754835.1_ASM275483v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/315/GCA_002761315.1_ASM276131v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/515/GCA_002761515.1_ASM276151v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/755/GCA_002786755.1_ASM278675v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/787/755/GCA_002787755.1_ASM278775v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/811/325/GCA_002811325.2_ASM281132v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/811/335/GCA_002811335.4_ASM281133v4	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/365/GCA_002812365.1_ASM281236v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/385/GCA_002812385.1_ASM281238v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/665/GCA_002812665.1_ASM281266v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/595/GCA_002813595.1_ASM281359v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/015/GCA_002814015.1_ASM281401v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/425/GCA_002833425.1_ASM283342v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/445/GCA_002833445.1_ASM283344v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/465/GCA_002833465.1_ASM283346v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/545/GCA_002848545.1_ASM284854v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/565/GCA_002848565.1_ASM284856v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/585/GCA_002848585.1_ASM284858v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/848/605/GCA_002848605.1_ASM284860v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/275/GCA_002850275.1_ASM285027v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/852/945/GCA_002852945.2_ASM285294v2	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/852/975/GCA_002852975.2_ASM285297v2	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/852/995/GCA_002852995.3_ASM285299v3	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/853/435/GCA_002853435.2_ASM285343v2	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/893/825/GCA_002893825.1_ASM289382v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/005/GCA_002903005.1_ASM290300v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/903/025/GCA_002903025.1_ASM290302v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/935/085/GCA_002935085.1_ASM293508v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/944/845/GCA_002944845.1_ASM294484v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/948/565/GCA_002948565.1_ASM294856v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/555/GCA_002951555.1_ASM295155v1	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/595/GCA_002951595.1_ASM295159v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/635/GCA_002951635.1_ASM295163v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/875/GCA_002966875.1_ASM296687v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/475/GCA_002968475.1_ASM296847v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/495/GCA_002968495.1_ASM296849v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/970/895/GCA_002970895.1_ASM297089v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/175/GCA_003006175.1_ASM300617v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/595/GCA_003010595.1_ASM301059v1	False
Klebsiella pneumoniae subsp. ozaenae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/010/735/GCA_003010735.1_ASM301073v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/045/GCA_003030045.1_ASM303004v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/145/GCA_003030145.1_ASM303014v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/325/GCA_003031325.1_ASM303132v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/031/345/GCA_003031345.1_ASM303134v1	False
Klebsiella pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/037/325/GCA_003037325.2_ASM303732v2	False
Klebsiella pneumoniae subsp. pneumoniae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/037/615/GCA_003037615.2_ASM303761v2	False
